Original Order,Name,Title,Company,Youtube URL,Company Website,Source,Domain Notes,Confidence,LinkedIn Search URL,Employment Verified,Verification Source,Verified At
203,Gary Conway,CMO,Automation Anywhere,https://www.youtube.com/watch?v=L2Gw7W-Tov8,https://www.automationanywhere.com/,https://www.automationanywhere.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Gary%20Conway%20Automation%20Anywhere,no,,
204,Gregory Ness,CMO,Tempered Networks,https://www.youtube.com/watch?v=0Joxcd6lhic,https://www.temperednetworks.com/,https://www.temperednetworks.com/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Gregory%20Ness%20Tempered%20Networks,no,,
205,Ryan Kam,CMO,Five9,https://www.youtube.com/watch?v=Z8UOD28pZM4,https://www.five9.com/,https://www.five9.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Ryan%20Kam%20Five9,no,,
206,Marie Hattar,CMO,Keysight,https://www.youtube.com/watch?v=h3y6qxOC7sE,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=Marie%20Hattar%20Keysight,no,,
207,Meagen Eisenberg,CMO,TripActions,https://www.youtube.com/watch?v=xjz-NWnIeJc,https://navan.com/,https://navan.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Meagen%20Eisenberg%20TripActions,no,,
208,Murali Nemani,CMO,ScienceLogic,https://www.youtube.com/watch?v=R45wobxqmGs,https://sciencelogic.com/,https://sciencelogic.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Murali%20Nemani%20ScienceLogic,no,,
209,Sally Jenkins,EVP & CMO,Informatica,https://www.youtube.com/watch?v=9jwu0Q878G0,https://www.informatica.com,https://www.informatica.com,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Sally%20Jenkins%20Informatica,no,,
210,Tim Minihan,CMO & EVP Strategy,Citrix,https://www.youtube.com/watch?v=0HZkD_sWNP4,https://www.citrix.com/,https://www.citrix.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Tim%20Minihan%20Citrix,no,,
211,Alicia Tillman,CMO,SAP,https://www.youtube.com/watch?v=B3ZB0ymbXMk,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=Alicia%20Tillman%20SAP,no,,
212,Ben Gibson,Chief Marketing Officer,Nutanix,https://www.youtube.com/watch?v=fNZgmWb6008,https://www.nutanix.com/,https://www.nutanix.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Ben%20Gibson%20Nutanix,no,,
213,Allison Dew,CMO,Dell Technologies,https://www.youtube.com/watch?v=bAEmtntOaRs,https://www.dell.com/en-in,https://www.dell.com/en-in,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Allison%20Dew%20Dell%20Technologies,no,,
214,Sara Varni,CMO,Twilio,https://www.youtube.com/watch?v=ddP43vhGcxA,https://www.twilio.com/en-us,https://www.twilio.com/en-us,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Sara%20Varni%20Twilio,no,,
215,Micheline Nijmeh,CMO,Zscaler,https://www.youtube.com/watch?v=9-15w8tfCqk,https://www.zscaler.com:443/,https://www.zscaler.com:443/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Micheline%20Nijmeh%20Zscaler,no,,
217,Partha Seetala,Co-founder and CTO,Robin.io,https://www.youtube.com/watch?v=s7VaHEspI7E,https://www.robin.io/,https://www.robin.io/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Partha%20Seetala%20Robin.io,no,,
218,Radhesh Menon,CMO,Robin.io,https://www.youtube.com/watch?v=s7VaHEspI7E,https://www.robin.io/,https://www.robin.io/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Radhesh%20Menon%20Robin.io,no,,
219,Joyce Kim,CMO,Arm,https://www.youtube.com/watch?v=RDozwF6Ddn8,https://www.arm.com/,https://www.arm.com/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Joyce%20Kim%20Arm,no,,
220,Tim Minahan,EVP of Business Strategy and CMO,Citrix,https://www.youtube.com/watch?v=GgG3bzKPYNw,https://www.citrix.com/,https://www.citrix.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Tim%20Minahan%20Citrix,no,,
221,Joel Horwitz,CMO,WANdisco,https://www.youtube.com/watch?v=fq5Y4zkaXHU,https://cirata.com/,https://cirata.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Joel%20Horwitz%20WANdisco,no,,
222,Steve Pappas,SVP and CMO,Panviva,https://www.youtube.com/watch?v=2JOc1cSQXrQ,https://uplandsoftware.com:443/panviva/,https://uplandsoftware.com:443/panviva/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Steve%20Pappas%20Panviva,no,,
223,Dayna Rothman,VP of Marketing,Mesosphere,https://www.youtube.com/watch?v=vkbsWzV16kE,https://d2iq.com/,https://d2iq.com/,verified_from_mapping,high,https://www.linkedin.com/search/results/all/?keywords=Dayna%20Rothman%20Mesosphere,no,,
225,Tom Murphy,Chief Marketing Officer,Turbonomic,https://www.youtube.com/watch?v=DCE9aR2kga0,https://www.ibm.com/products/turbonomic,https://www.ibm.com/products/turbonomic,verified_from_mapping,high,https://www.linkedin.com/search/results/all/?keywords=Tom%20Murphy%20Turbonomic,no,,
226,Simon Townsend,Chief Marketing Officer EMEA,IGEL,https://www.youtube.com/watch?v=zhIAUxybAcE,https://www.igel.com/,https://www.igel.com/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Simon%20Townsend%20IGEL,no,,
227,Jean English,Senior Vice President and Chief Marketing Officer,NetApp,https://www.youtube.com/watch?v=ualozF4rCog,https://www.netapp.com/,https://www.netapp.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Jean%20English%20NetApp,no,,
228,Brian Goldfarb,CMO,Splunk,https://www.youtube.com/watch?v=xVrJe4ncRQw,https://www.splunk.com/,https://www.splunk.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Brian%20Goldfarb%20Splunk,no,,
229,Karen Leavitt,Chief Marketing Officer,Locus Robotics,https://www.youtube.com/watch?v=wra9Gi5iXd0,https://locusrobotics.com/,https://locusrobotics.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Karen%20Leavitt%20Locus%20Robotics,no,,
230,Meagen Eisenberg,CMO,MongoDB,https://www.youtube.com/watch?v=kiz_gFEP_7k,https://www.mongodb.com/,https://www.mongodb.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Meagen%20Eisenberg%20MongoDB,no,,
231,Gil Levonai,Chief Marketing Officer,Zerto,https://www.youtube.com/watch?v=73jd9HMQUwg,https://www.zerto.com/,https://www.zerto.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Gil%20Levonai%20Zerto,no,,
232,Boris Renski,Co Founder and CMO,Mirantis,https://www.youtube.com/watch?v=EcxoQizrOPw,https://www.mirantis.com/,https://www.mirantis.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Boris%20Renski%20Mirantis,no,,
233,Kate Hutchison,Chief Marketing Officer,Veeam,https://www.youtube.com/watch?v=XBU2erWRwls,https://www.veeam.com/,https://www.veeam.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Kate%20Hutchison%20Veeam,no,,
243,Nancy Pearson,CMO,IBM Cloud,https://www.youtube.com/watch?v=ndDYjJCfUBc,https://www.ibm.com/in-en,https://www.ibm.com/in-en,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Nancy%20Pearson%20IBM%20Cloud,no,,
244,John Bara,CMO & President,Mintigo,https://www.youtube.com/watch?v=bTSFqIFJqrs,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=John%20Bara%20Mintigo,no,,
245,Jack Norris,CMO,MapR,https://www.youtube.com/watch?v=RMGidzipxf8,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=Jack%20Norris%20MapR,no,,
246,Lynn Vojvodich,CMO,Salesforce,https://www.youtube.com/watch?v=uOscALSrGm0,https://www.salesforce.com/in/?ir=1,https://www.salesforce.com/in/?ir=1,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Lynn%20Vojvodich%20Salesforce,no,,
250,Eric Herzog,CMO & SVP of Alliances,Violin Memory,https://www.youtube.com/watch?v=CMzv71swatY,https://therealpostmen.com/contact,https://therealpostmen.com/contact,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Eric%20Herzog%20Violin%20Memory,no,,
252,David Gibson,CMO,Varonis,https://www.youtube.com/watch?v=DZ9aWxLSm5w,https://www.varonis.com/,https://www.varonis.com/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=David%20Gibson%20Varonis,no,,
262,Bruno Aziza,CMO,Alpine Data Labs,https://www.youtube.com/watch?v=QGK1smZGEkQ,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=Bruno%20Aziza%20Alpine%20Data%20Labs,no,,
263,Steve Sommer,CMO,Splunk,https://www.youtube.com/watch?v=cYCbdwppsng,https://www.splunk.com/,https://www.splunk.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Steve%20Sommer%20Splunk,no,,
264,Elissa Fink,CMO,Tableau,https://www.youtube.com/watch?v=qLxbhk3U_7w,https://www.tableau.com/,https://www.tableau.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Elissa%20Fink%20Tableau,no,,
265,Rick Jackson,CMO,Rackspace,https://www.youtube.com/watch?v=dQ25Nj6w8Bw,https://www.rackspace.com/en-in,https://www.rackspace.com/en-in,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Rick%20Jackson%20Rackspace,no,,
266,Beth Comstock,CMO,GE,https://www.youtube.com/watch?v=JCSQeVImbKQ,https://www.ge.com/,https://www.ge.com/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Beth%20Comstock%20GE,no,,
269,Beth White,CMO,ServiceNow,https://www.youtube.com/watch?v=359buNsYgO4,https://www.servicenow.com/,https://www.servicenow.com/,verified_from_mapping,high,https://www.linkedin.com/search/results/all/?keywords=Beth%20White%20ServiceNow,no,,
272,Sanjay Sarathy,CMO,Sumo Logic,https://www.youtube.com/watch?v=xLzC7euPAyw,https://www.sumologic.com/,https://www.sumologic.com/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Sanjay%20Sarathy%20Sumo%20Logic,no,,
276,Rick Jackson,CMO,VMware,https://www.youtube.com/watch?v=T8fSG4oK48U,https://www.vmware.com/,https://www.vmware.com/,verified_from_mapping,high,https://www.linkedin.com/search/results/all/?keywords=Rick%20Jackson%20VMware,no,,
277,Jeremy Burton,CMO,EMC,https://www.youtube.com/watch?v=P77PqfzhiLM,https://www.dell.com/en-in,https://www.dell.com/en-in,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Jeremy%20Burton%20EMC,no,,
279,David Parsons,VP - Global Alliances & CMO,CSC,https://www.youtube.com/watch?v=Ct9AcyRMrOo,https://dxc.com/?merger=true,https://dxc.com/?merger=true,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=David%20Parsons%20CSC,no,,
282,Anubhav Saxena,CMO,HCL,https://www.youtube.com/watch?v=FNNStsNemyg,https://www.hcltech.com/,https://www.hcltech.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Anubhav%20Saxena%20HCL,no,,
283,—,Chief Marketing Officer,VMware,https://www.youtube.com/watch?v=v8VDv43SzAk,https://www.vmware.com/,https://www.vmware.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=%E2%80%94%20VMware,no,,
284,Lauren Flaherty,EVP & CMO,Juniper Networks,https://www.youtube.com/watch?v=MzTdmXmGYVs,https://www.juniper.net:443/,https://www.juniper.net:443/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Lauren%20Flaherty%20Juniper%20Networks,no,,
287,Siki Giunta,VP of Cloud Division,CSC,https://www.youtube.com/watch?v=epdon21Mv6c,https://dxc.com/?merger=true,https://dxc.com/?merger=true,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Siki%20Giunta%20CSC,no,,
289,Dan Roger,Chief Marketing Officer,ServiceNow,https://www.youtube.com/watch?v=owPlKiH_qgk,https://www.servicenow.com/,https://www.servicenow.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Dan%20Roger%20ServiceNow,no,,
294,Mark Boulton,CMO,IFS,https://www.youtube.com/watch?v=nKOhl6Ejejk,https://www.ifs.com/,https://www.ifs.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Mark%20Boulton%20IFS,no,,
295,Antony Bourne,VP Global Industry Solutions,IFS,https://www.youtube.com/watch?v=nKOhl6Ejejk,https://www.ifs.com/,https://www.ifs.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Antony%20Bourne%20IFS,no,,
296,Stefan Willkommer,CEO,TechDivision,https://www.youtube.com/watch?v=FerBo8ZdOsU,https://www.techdivision.com/,https://www.techdivision.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Stefan%20Willkommer%20TechDivision,no,,
297,Dr. Markus Reheis,CMO,Gabor Shoes,https://www.youtube.com/watch?v=FerBo8ZdOsU,https://www.gabor.com/de_de,https://www.gabor.com/de_de,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Dr.%20Markus%20Reheis%20Gabor%20Shoes,no,,
299,Eric Herzog,CMO & VP of Global Channels,IBM Storage Systems,https://www.youtube.com/watch?v=VxHEPhLX-kE,https://www.ibm.com/in-en,https://www.ibm.com/in-en,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Eric%20Herzog%20IBM%20Storage%20Systems,no,,
301,Mike Errity,VP North America,IBM Resiliency Services,https://www.youtube.com/watch?v=qM4-UKzu05A,https://www.ibm.com/in-en,https://www.ibm.com/in-en,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Mike%20Errity%20IBM%20Resiliency%20Services,no,,
305,Eric Herzog,CMO & VP of Worldwide Storage Channels,IBM Storage Channels,https://www.youtube.com/watch?v=TrlGa3YEqDk,https://www.ibm.com/in-en,https://www.ibm.com/in-en,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Eric%20Herzog%20IBM%20Storage%20Channels,no,,
307,Dan Rogers,CMO,ServiceNow,https://www.youtube.com/watch?v=L0y_LZ3TaAU,https://www.servicenow.com/,https://www.servicenow.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Dan%20Rogers%20ServiceNow,no,,
309,Robson Grieve,Chief Marketing Officer,New Relic Inc.,https://www.youtube.com/watch?v=A7s5rT6tQmY,https://newrelic.com/,https://newrelic.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Robson%20Grieve%20New%20Relic%20Inc.,no,,
311,Nancy Pearson,CMO,OpenLink,https://www.youtube.com/watch?v=BC5m_miiVt8,https://openlinksw.com/,https://openlinksw.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Nancy%20Pearson%20OpenLink,no,,
312,Lawrence Schwartz,CMO,SoftwareONE,https://www.youtube.com/watch?v=akdbPtQiZrg,https://www.softwareone.com/en-in,https://www.softwareone.com/en-in,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Lawrence%20Schwartz%20SoftwareONE,no,,
313,Simon West,CMO,Cyxtera,https://www.youtube.com/watch?v=gJmCYOQuroQ,https://www.csquare.com/,https://www.csquare.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Simon%20West%20Cyxtera,no,,
314,Matt Morgan,CMO,Druva,https://www.youtube.com/watch?v=Wtc_A6NamgY,https://www.druva.com/,https://www.druva.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Matt%20Morgan%20Druva,no,,
326,Josh Epstein,CMO,Kaminario,https://www.youtube.com/watch?v=tWNIGOII4AM,https://www.kaminario.com/,https://www.kaminario.com/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Josh%20Epstein%20Kaminario,no,,
327,Eyal David,CTO,Kaminario,https://www.youtube.com/watch?v=tWNIGOII4AM,https://www.kaminario.com/,https://www.kaminario.com/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Eyal%20David%20Kaminario,no,,
330,Matthew Morgan,CMO,Druva,https://www.youtube.com/watch?v=cf1vPcFW5to,https://www.druva.com/,https://www.druva.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Matthew%20Morgan%20Druva,no,,
331,Jaspreet Singh,CEO,Druva,https://www.youtube.com/watch?v=cf1vPcFW5to,https://www.druva.com/,https://www.druva.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Jaspreet%20Singh%20Druva,no,,
334,David Gee,CMO,Zuora,https://www.youtube.com/watch?v=tx1L51WXrc0,https://www.zuora.com:443/,https://www.zuora.com:443/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=David%20Gee%20Zuora,no,,
336,Itamar Ankorion,CMO,Attunity,https://www.youtube.com/watch?v=eUccjH2UYCU,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=Itamar%20Ankorion%20Attunity,no,,
337,Arvind Rajagopalan,Director - Global Technology Services,Verizon,https://www.youtube.com/watch?v=eUccjH2UYCU,https://www.verizon.com,https://www.verizon.com,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Arvind%20Rajagopalan%20Verizon,no,,
338,David Hseih,CMO,Qubole,https://www.youtube.com/watch?v=R666aLzZWT4,https://www.qubole.com/,https://www.qubole.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=David%20Hseih%20Qubole,no,,
339,Matt Howard,Executive VP & CMO,Sonatype,https://www.youtube.com/watch?v=R01xef1dYAg,https://www.sonatype.com/,https://www.sonatype.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Matt%20Howard%20Sonatype,no,,
341,Jeremy Burton,CMO,Dell,https://www.youtube.com/watch?v=O7dYr7XP_dA,https://www.dell.com/en-in,https://www.dell.com/en-in,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Jeremy%20Burton%20Dell,no,,
343,Laura Ipsen,GM and SVP of Oracle Marketing Cloud,Oracle,https://www.youtube.com/watch?v=EsYl_Txwhac,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=Laura%20Ipsen%20Oracle,no,,
344,Kristen O'Hara,Chief Marketing Officer for Global Media,Time Warner,https://www.youtube.com/watch?v=EsYl_Txwhac,,Company website not found - manual research required,not_found,low,https://www.linkedin.com/search/results/all/?keywords=Kristen%20O%27Hara%20Time%20Warner,no,,
350,Ben Parr,Co-Founder & CMO,Octane AI,https://www.youtube.com/watch?v=riKER3eQixs,https://octaneai.com/,https://octaneai.com/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Ben%20Parr%20Octane%20AI,no,,
351,Manish Gupta,Chief Marketing Officer,Redis Labs,https://www.youtube.com/watch?v=gCaYy-kYSeA,https://redis.io/,https://redis.io/,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Manish%20Gupta%20Redis%20Labs,no,,
353,Bobby Patrick,CMO,HPE Cloud,https://www.youtube.com/watch?v=RULJUGmz44k,https://www.hpe.com/us/en/home.html,https://www.hpe.com/us/en/home.html,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Bobby%20Patrick%20HPE%20Cloud,no,,
354,Randy Arseneau,CMO,INFINIDAT,https://www.youtube.com/watch?v=Eg3NCDVAITs,https://www.infinidat.com/en,https://www.infinidat.com/en,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Randy%20Arseneau%20INFINIDAT,no,,
358,Marie Hattar,CMO,Ixia,https://www.youtube.com/watch?v=22sAY8oHcBo,https://www.ixia.com/,https://www.ixia.com/,verified_from_slug,medium,https://www.linkedin.com/search/results/all/?keywords=Marie%20Hattar%20Ixia,no,,
361,Steve Pao,CMO,Igneous Systems,https://www.youtube.com/watch?v=cVhBBBLGFb8,https://www.rubrik.com/blog/company/20/12/rubrik-expands-unstructured-data-management-capabilities-with-igneous,https://www.rubrik.com/blog/company/20/12/rubrik-expands-unstructured-data-management-capabilities-with-igneous,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Steve%20Pao%20Igneous%20Systems,no,,
369,Randy Arsenau,CMO,INFINIDAT,https://www.youtube.com/watch?v=Xm4Y2hpkMv0,https://www.infinidat.com/en,https://www.infinidat.com/en,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Randy%20Arsenau%20INFINIDAT,no,,
370,Steve Kenniston,VP of Product Marketing,INFINIDAT,https://www.youtube.com/watch?v=Xm4Y2hpkMv0,https://www.infinidat.com/en,https://www.infinidat.com/en,mapped_known_domain,high,https://www.linkedin.com/search/results/all/?keywords=Steve%20Kenniston%20INFINIDAT,no,,
